COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,AREA_OF_USE_CODE,COORD_REF_SYS_KIND,COORD_SYS_CODE,DATUM_CODE,BASE_CRS_CODE,PROJECTION_CONV_CODE,CMPD_HORIZCRS_CODE,CMPD_VERTCRS_CODE,CRS_SCOPE,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_CRS,DEPRECATED
4212,"Barbados 1938",,"geographic 2D",6422,6212,,,,,,,,"EPSG","06/30/11 00:00:00","1999.170 2003.370 2011.051",1,0
4213,"Beduaram",,"geographic 2D",6422,6213,,,,,,,,"EPSG","01/06/04 00:00:00","2002.430 2003.370",1,0
4214,"Beijing 1954",,"geographic 2D",6422,6214,,,,,,"In 1982 replaced by Xian 1980 (CRS code 4610) and New Beijing (CRS code 4555).","Chinese Science Bulletin, 2009, 54:2714-2721.","EPSG","04/20/18 00:00:00","2003.370 2009.084 2018.007",1,0
4339,"Australian Antarctic (3D)",,"geographic 3D",6401,6176,,,,,,,"Standards Australia","EPSG","12/07/02 00:00:00",,1,1
4340,"Australian Antarctic (geocentric)",,"geocentric",6500,6176,,,,,,,"Standards Australia","EPSG","12/07/02 00:00:00",,1,1
4664,"Azores Oriental 1995",,"geographic 2D",6422,6664,,,,,,"Replaces 1948 system (CRS code 4184). Replaced by PTRA08 (CRS code 5013).","Instituto Geografico e Cadastral Lisbon; http://www.igeo.pt","EPSG","03/31/10 00:00:00","2003.370 2010.006",1,0
4665,"Azores Central 1995",,"geographic 2D",6422,6665,,,,,,"Replaces 1948 system (CRS code 4183). Replaced by PTRA08 (CRS code 5013).","Instituto Geografico e Cadastral Lisbon; http://www.igeo.pt","EPSG","03/31/10 00:00:00","2003.370 2010.006",1,0
4710,"Astro DOS 71",,"geographic 2D",6422,6710,,,,,,"Used between 1972 and 2015. Replaced by SHGD2015 (CRS code 7886) from 2015.","DMA / NIMA / NGA TR8350.2 (3rd edition, Amendment 1, 3 January 2000) and St. Helena Government, Environment and Natural Resources Directorate (ENRD).","EPSG","12/15/16 00:00:00","2016.038",1,0
4712,"Ascension Island 1958",,"geographic 2D",6422,6712,,,,,,,"DMA / NIMA / NGA TR8350.2 (3rd edition, January 2000).","EPSG","01/26/06 00:00:00",,1,0
4713,"Ayabelle Lighthouse",,"geographic 2D",6422,6713,,,,,,,"DMA / NIMA / NGA TR8350.2 (3rd edition, January 2000).","EPSG","01/26/06 00:00:00",,1,0
4762,"BDA2000",,"geographic 2D",6422,6762,4887,15593,,,,"Replaces Bermuda 1957 (CRS code 4216).","OGP. See 3D CRS for original information source.","EPSG","12/12/07 00:00:00",,1,0
4813,"Batavia (Jakarta)",,"geographic 2D",6422,6813,,,,,,,,"EPSG","01/06/04 00:00:00","2000.070 2003.370",1,0
4886,"BDA2000",,"geocentric",6500,6762,,,,,,,"Department of Lands Buildings and Surveys.","EPSG","12/12/07 00:00:00",,1,0
4887,"BDA2000",,"geographic 3D",6423,6762,4886,15592,,,,,"Department of Lands Buildings and Surveys.","EPSG","12/12/07 00:00:00",,1,0
4901,"ATF (Paris)",,"geographic 2D",6403,6901,,,,,,"ProjCRS covering all mainland France based on this datum used Bonne projection. In Alsace, suspected to be an extension of core network based on transformation of old German system.",,"EPSG","11/01/07 00:00:00","2000.070 2007.083",1,0
4930,"Australian Antarctic",,"geocentric",6500,6176,,,,,,,"Standards Australia","EPSG","01/05/04 00:00:00",,1,0
4931,"Australian Antarctic",,"geographic 3D",6423,6176,4930,15592,,,,,"Standards Australia","EPSG","08/27/07 00:00:00","2007.079",1,0
5330,"Batavia (Jakarta) / NEIEZ",,"projected",4499,,4813,5328,,,,"Replaced by Greenwich-based Batavia / NEIEZ (CRS code 3001).","Indonesian Army Map Service.","EPSG","11/17/10 00:00:00","2010.032",1,0
5612,"Baltic 1977 depth",,"vertical",6498,,5705,7812,,,,,"IOGP","EPSG","04/20/21 00:00:00","2017.037 2021.022",1,0
5705,"Baltic 1977 height",,"vertical",6499,5105,,,,,,"The adjustment also included the Czech and Slovak Republics but not adopted there, with earlier 1957 adjustment remaining in use: see CRS code 8357.",,"EPSG","02/16/18 00:00:00","2005.180 2008.010 2010.064 2017.037",1,0
5752,"Bandar Abbas height",,"vertical",6499,5150,,,,,,"Replaces Fao height (CRS code 5751) for national map agency work in Iran. At time of record creation NIOC data still generally referenced to Fao.","National Cartographic Cenre of Iran","EPSG","03/01/10 00:00:00","2004.211 2008.010 2010.014",1,0
5759,"Auckland 1946 height",,"vertical",6499,5157,,,,,,,"OSG Technical Report #10, February 2001.","EPSG","01/25/11 00:00:00","2008.010 2008.023 2011.005",1,0
5786,"Baltic 1982 height",,"vertical",6499,5184,,,,,,,"EuroGeographics, http://crs.bkg.bund.de/crs-eu/","EPSG","03/14/08 00:00:00","2005.180 2008.010",1,0
5800,"Astra Minas Grid",,"engineering",6507,9300,,,,,,,,"EPSG","03/07/00 00:00:00",,1,0
5801,"Barcelona Grid B1",,"engineering",4500,9301,,,,,,"Centre of the gateway of San Cristobal chuch; Plaza Boyaca; Barcelona. 500000E; 300000N at 10°08'06""N, 64°41'17""W.","Ministry of Mines standards manual of 1974.","EPSG","06/23/08 00:00:00","2008.045",1,0
5802,"Barcelona Grid B2",,"engineering",4500,9301,,,,,,"Centre of the gateway of San Cristobal chuch; Plaza Boyaca; Barcelona. 500000E; 300000N at 10°08'06""N, 64°41'07.5""W.","Ministry of Mines standards manual of 1974.","EPSG","06/23/08 00:00:00","2008.045",1,0
5816,"Barinas west base",,"engineering",4500,9311,,,,,,"Grid coordinates 200000N; 200000E at the west base monument in Barinas.","Ministry of Mines standards manual of 1974.","EPSG","06/23/00 00:00:00",,1,0
6643,"ASVD02 height",,"vertical",6499,1125,,,,,,"Replaces Tutuila 1962 height (CRS code 6638). Replaced by Pago Pago 2020 height after ASVD02 benchmarks destroyed by earthquake activity.","National Geodetic Survey, http://www.ngs.noaa.gov","EPSG","12/14/20 00:00:00","2013.044 2019.035 2020.112",1,0
7877,"Astro DOS 71 / SHLG71",,"projected",4400,,4710,7875,,,,"Replaced by SHMG2015 (CRS code 7887) from 2015.","St. Helena Government, Environment and Natural Resources Directorate (ENRD).","EPSG","11/25/16 00:00:00","2016.038",1,0
7878,"Astro DOS 71 / UTM zone 30S",,"projected",4400,,4710,16130,,,,"Replaced by SHMG2015 (CRS code 7887) from 2015.","St. Helena Government, Environment and Natural Resources Directorate (ENRD).","EPSG","11/20/16 00:00:00","2016.038",1,0
7954,"Astro DOS 71 / UTM zone 30S + Jamestown 1971 height",,"compound",,,,,7878,7888,,,"St. Helena Government, Environment and Natural Resources Directorate (ENRD).","EPSG","11/25/16 00:00:00","2016.038",1,0
8357,"Baltic 1957 height",,"vertical",6499,1202,,,,,,,"Land Survey Office (ZU), Prague; and Geodesy, Cartography and Cadastre Authority of Slovak Republic (UGKK SR).","EPSG","02/13/18 00:00:00","2017.037",1,0
8358,"Baltic 1957 depth",,"vertical",6498,,8357,7812,,,,,"Land Survey Office (ZU), Prague; and Geodesy, Cartography and Cadastre Authority of Slovak Republic (UGKK SR).","EPSG","04/20/21 00:00:00","2017.037 2021.022",1,0
9307,"ATRF2014",,"geocentric",6500,1291,,,,,,,"Australian Terrestrial Reference Frame (ATRF) Technical Implementation Plan v2.3, 12th February 2020, ANZLIC Intergovernmental Committee on Surveying and Mapping (ICSM) (http://www.icsm.gov.au).","EPSG","08/17/20 00:00:00","2020.076",1,0
9308,"ATRF2014",,"geographic 3D",6423,1291,9307,15592,,,,,"Australian Terrestrial Reference Frame (ATRF) Technical Implementation Plan v2.3, 12th February 2020, ANZLIC Intergovernmental Committee on Surveying and Mapping (ICSM) (http://www.icsm.gov.au).","EPSG","08/17/20 00:00:00","2020.076",1,0
9309,"ATRF2014",,"geographic 2D",6422,1291,9308,15593,,,,,"Australian Terrestrial Reference Frame (ATRF) Technical Implementation Plan v2.3, 12th February 2020, ANZLIC Intergovernmental Committee on Surveying and Mapping (ICSM) (http://www.icsm.gov.au).","EPSG","08/17/20 00:00:00","2020.076",1,0
9458,"AVWS height",,"vertical",6499,1292,,,,,,"For cadastral and local engineering applications see AHD height (CRS code 5711). AVWS is more accurate than AHD for applications over distances greater than 10 km.","Australian Vertical Working Surface (AVWS) Technical Implementation Plan v1.2, 26th August 2020, ANZLIC Intergovernmental Committee on Surveying and Mapping (ICSM) (http://www.icsm.gov.au).","EPSG","01/18/21 00:00:00","2020.076 2020.102 2020.128",1,0
9650,"Baltic 1986 height",,"vertical",6499,1296,,,,,,"Initially valid until 2019-12-31, but that extended to 2023-12-31. Will be replaced by EVRF2007-PL height (CRS 9651) after 2023-12-31.","Glowny Urzad Geodezji i Kartografii (GUGiK), http://www.gugik.gov.pl","EPSG","03/18/21 00:00:00","2020.123",1,0
20935,"Arc 1950 / UTM zone 35S",,"projected",4400,,4209,16135,,,,,,"EPSG","11/13/97 00:00:00",,1,0
20936,"Arc 1950 / UTM zone 36S",,"projected",4400,,4209,16136,,,,,,"EPSG","11/13/97 00:00:00",,1,0
21035,"Arc 1960 / UTM zone 35S",,"projected",4400,,4210,16135,,,,,,"EPSG","11/13/97 00:00:00",,1,0
21036,"Arc 1960 / UTM zone 36S",,"projected",4400,,4210,16136,,,,,,"EPSG","11/13/97 00:00:00",,1,0
21037,"Arc 1960 / UTM zone 37S",,"projected",4400,,4210,16137,,,,,,"EPSG","11/13/97 00:00:00",,1,0
21095,"Arc 1960 / UTM zone 35N",,"projected",4400,,4210,16035,,,,,,"EPSG","11/13/97 00:00:00",,1,0
21096,"Arc 1960 / UTM zone 36N",,"projected",4400,,4210,16036,,,,,,"EPSG","11/13/97 00:00:00",,1,0
21097,"Arc 1960 / UTM zone 37N",,"projected",4400,,4210,16037,,,,,,"EPSG","11/13/97 00:00:00",,1,0
21100,"Batavia (Jakarta) / NEIEZ",,"projected",4499,,4813,19905,,,,,,"EPSG","06/02/95 00:00:00",,1,1
21148,"Batavia / UTM zone 48S",,"projected",4400,,4211,16148,,,,,,"EPSG","06/02/95 00:00:00",,1,0
21149,"Batavia / UTM zone 49S",,"projected",4400,,4211,16149,,,,,,"EPSG","06/02/95 00:00:00",,1,0
21150,"Batavia / UTM zone 50S",,"projected",4400,,4211,16150,,,,,,"EPSG","06/02/95 00:00:00",,1,0
21291,"Barbados 1938 / British West Indies Grid",,"projected",4400,,4212,19942,,,,"Replaced by Barbados National Grid (code 21292) from 1983.","Ordnance Survey of Great Britain","EPSG","06/30/11 00:00:00","2011.051",1,0
21292,"Barbados 1938 / Barbados National Grid",,"projected",4400,,4212,19943,,,,"Replaces Barbados 1938 / BWI Grid (code 21291) from 1983.","Ordnance Survey of Great Britain","EPSG","06/30/11 00:00:00","2011.051",1,0
27500,"ATF (Paris) / Nord de Guerre",,"projected",4499,,4901,19903,,,,,,"EPSG","06/02/95 00:00:00",,1,0
61226405,"ATS77 (deg)",,"geographic 2D",6405,,4122,101,,,,"See CRS code 4122 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
61766405,"Australian Antarctic (deg)",,"geographic 2D",6405,,4176,101,,,,"See CRS code 4176 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
61766413,"Australian Antarctic (3D deg)",,"geographic 3D",6413,,4339,101,,,,"See CRS code 4339 for recommended coordinate axis representation for the human interface.","OGP","EPSG","12/07/02 00:00:00",,1,1
61826405,"Azores Occidental 1939 (deg)",,"geographic 2D",6405,,4182,101,,,,"See CRS code 4182 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
61836405,"Azores Central 1948 (deg)",,"geographic 2D",6405,,4183,101,,,,"See CRS code 4183 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
61846405,"Azores Oriental 1940 (deg)",,"geographic 2D",6405,,4184,101,,,,"See CRS code 4184 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
62106405,"Arc 1960 (deg)",,"geographic 2D",6405,,4210,101,,,,"See CRS code 4210 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
62116405,"Batavia (deg)",,"geographic 2D",6405,,4211,101,,,,"See CRS code 4211 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
62126405,"Barbados 1938 (deg)",,"geographic 2D",6405,,4212,101,,,,"See CRS code 4212 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
62136405,"Beduaram (deg)",,"geographic 2D",6405,,4213,101,,,,"See CRS code 4213 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
62146405,"Beijing 1954 (deg)",,"geographic 2D",6405,,4214,101,,,,"See CRS code 4214 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
66646405,"Azores Oriental 1995 (deg)",,"geographic 2D",6405,,4664,101,,,,"See CRS code 4664 for recommended coordinate axis representation for the human interface.","OGP","EPSG","08/14/03 00:00:00",,1,1
66656405,"Azores Central 1995 (deg)",,"geographic 2D",6405,,4665,101,,,,"See CRS code 4665 for recommended coordinate axis representation for the human interface.","OGP","EPSG","08/14/03 00:00:00",,1,1
68136405,"Batavia (Jakarta) (deg)",,"geographic 2D",6405,,4813,101,,,,"See CRS code 4813 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
2401,"Beijing 1954 / 3-degree Gauss-Kruger zone 25",,"projected",4530,,4214,16285,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 75E (code 2422). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 25 (code 2349).","OGP","EPSG","06/22/02 00:00:00",,1,0
2402,"Beijing 1954 / 3-degree Gauss-Kruger zone 26",,"projected",4530,,4214,16286,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 78E (code 2423). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 26 (code 2350).","OGP","EPSG","06/22/02 00:00:00",,1,0
2403,"Beijing 1954 / 3-degree Gauss-Kruger zone 27",,"projected",4530,,4214,16287,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 81E (code 2424). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 27 (code 2351).","OGP","EPSG","06/22/02 00:00:00",,1,0
2404,"Beijing 1954 / 3-degree Gauss-Kruger zone 28",,"projected",4530,,4214,16288,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 84E (code 2425). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 28 (code 2352).","OGP","EPSG","06/22/02 00:00:00",,1,0
2405,"Beijing 1954 / 3-degree Gauss-Kruger zone 29",,"projected",4530,,4214,16289,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 87E (code 2426). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 29 (code 2353).","OGP","EPSG","06/22/02 00:00:00",,1,0
2406,"Beijing 1954 / 3-degree Gauss-Kruger zone 30",,"projected",4530,,4214,16290,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 90E (code 2427). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 30 (code 2354).","OGP","EPSG","06/22/02 00:00:00",,1,0
2407,"Beijing 1954 / 3-degree Gauss-Kruger zone 31",,"projected",4530,,4214,16291,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 93E (code 2428). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 31 (code 2355).","OGP","EPSG","06/22/02 00:00:00",,1,0
2408,"Beijing 1954 / 3-degree Gauss-Kruger zone 32",,"projected",4530,,4214,16292,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 96E (code 2429). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 32 (code 2356).","OGP","EPSG","06/22/02 00:00:00",,1,0
2409,"Beijing 1954 / 3-degree Gauss-Kruger zone 33",,"projected",4530,,4214,16293,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 99E (code 2430). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 33 (code 2357).","OGP","EPSG","06/22/02 00:00:00",,1,0
2410,"Beijing 1954 / 3-degree Gauss-Kruger zone 34",,"projected",4530,,4214,16294,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 102E (code 2431). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 34 (code 2358).","OGP","EPSG","06/22/02 00:00:00",,1,0
2411,"Beijing 1954 / 3-degree Gauss-Kruger zone 35",,"projected",4530,,4214,16295,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 105E (code 2432). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 35 (code 2359).","OGP","EPSG","06/22/02 00:00:00",,1,0
2412,"Beijing 1954 / 3-degree Gauss-Kruger zone 36",,"projected",4530,,4214,16296,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 108E (code 2433). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 36 (code 2360).","OGP","EPSG","06/22/02 00:00:00",,1,0
2413,"Beijing 1954 / 3-degree Gauss-Kruger zone 37",,"projected",4530,,4214,16297,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 111E (code 2434). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 37 (code 2361).","OGP","EPSG","06/22/02 00:00:00",,1,0
2414,"Beijing 1954 / 3-degree Gauss-Kruger zone 38",,"projected",4530,,4214,16298,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 114E (code 2435). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 38 (code 2362).","OGP","EPSG","06/22/02 00:00:00",,1,0
2415,"Beijing 1954 / 3-degree Gauss-Kruger zone 39",,"projected",4530,,4214,16299,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 117E (code 2436). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 39 (code 2363).","OGP","EPSG","06/22/02 00:00:00",,1,0
2416,"Beijing 1954 / 3-degree Gauss-Kruger zone 40",,"projected",4530,,4214,16070,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 120E (code 2437). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 40 (code 2364).","OGP","EPSG","06/22/02 00:00:00",,1,0
2417,"Beijing 1954 / 3-degree Gauss-Kruger zone 41",,"projected",4530,,4214,16071,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 123E (code 2438). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 41 (code 2365).","OGP","EPSG","06/22/02 00:00:00",,1,0
2418,"Beijing 1954 / 3-degree Gauss-Kruger zone 42",,"projected",4530,,4214,16072,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 126E (code 2439). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 42 (code 2366).","OGP","EPSG","06/22/02 00:00:00",,1,0
2419,"Beijing 1954 / 3-degree Gauss-Kruger zone 43",,"projected",4530,,4214,16073,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 129E (code 2440). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 43 (code 2367).","OGP","EPSG","06/22/02 00:00:00",,1,0
2420,"Beijing 1954 / 3-degree Gauss-Kruger zone 44",,"projected",4530,,4214,16074,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 132E (code 2441). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 44 (code 2368).","OGP","EPSG","06/22/02 00:00:00",,1,0
2421,"Beijing 1954 / 3-degree Gauss-Kruger zone 45",,"projected",4530,,4214,16075,,,,"Also found with truncated false easting - see Beijing 1954 / 3-degree Gauss-Kruger CM 135E (code 2442). Replaced by Xian 1980 / 3-degree Gauss-Kruger zone 45 (code 2369).","OGP","EPSG","06/22/02 00:00:00",,1,0
2422,"Beijing 1954 / 3-degree Gauss-Kruger CM 75E",,"projected",4530,,4214,16313,,,,"Truncated form of Beijing 1954 / 3-degree Gauss-Kruger zone 25 (code 2401). Replaced by Xian 1980 / 3-degree Gauss-Kruger CM 75E (code 2370).","OGP","EPSG","07/22/06 00:00:00","2006.592",1,0
2423,"Beijing 1954 / 3-degree Gauss-Kruger CM 78E",,"projected",4530,,4214,16386,,,,"Truncated form of Beijing 1954 / 3-degree Gauss-Kruger zone 26 (code 2402). Replaced by Xian 1980 / 3-degree Gauss-Kruger CM 78E (code 2371).","OGP","EPSG","06/22/02 00:00:00",,1,0
2424,"Beijing 1954 / 3-degree Gauss-Kruger CM 81E",,"projected",4530,,4214,16314,,,,"Truncated form of Beijing 1954 / 3-degree Gauss-Kruger zone 27 (code 2403). Replaced by Xian 1980 / 3-degree Gauss-Kruger CM 81E (code 2372).","OGP","EPSG","07/22/06 00:00:00","2006.592",1,0
2425,"Beijing 1954 / 3-degree Gauss-Kruger CM 84E",,"projected",4530,,4214,16388,,,,"Truncated form of Beijing 1954 / 3-degree Gauss-Kruger zone 28 (code 2404). Replaced by Xian 1980 / 3-degree Gauss-Kruger CM 84E (code 2373).","OGP","EPSG","06/22/02 00:00:00",,1,0
2426,"Beijing 1954 / 3-degree Gauss-Kruger CM 87E",,"projected",4530,,4214,16315,,,,"Truncated form of Beijing 1954 / 3-degree Gauss-Kruger zone 29 (code 2405). Replaced by Xian 1980 / 3-degree Gauss-Kruger CM 87E (code 2374).","OGP","EPSG","07/22/06 00:00:00","2006.592",1,0
