EXTENT_CODE,EXTENT_NAME,EXTENT_DESCRIPTION,BBOX_SOUTH_BOUND_LAT,BBOX_WEST_BOUND_LON,BBOX_NORTH_BOUND_LAT,BBOX_EAST_BOUND_LON,ISO_A2_CODE,ISO_A3_CODE,ISO_N_CODE,VERTICAL_EXTENT_MIN,VERTICAL_EXTENT_MAX,VERTICAL_EXTENT_CRS_CODE,TEMPORAL_EXTENT_BEGIN,TEMPORAL_EXTENT_END,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
3954,"Algeria - east of 6°E","Algeria - east of 6°E (of Greenwich), onshore and offshore.",1.9600000000000001e+01,6.0000000000000000e+00,3.8799999999999997e+01,1.1990000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.005 2012.049 2014.012",0
4025,"Angola - offshore north of 8°S","Angola - offshore north of 8°S - including blocks 0, 1, 2, 14, 15, 17, 18 north of 8°S and 32; onshore Soyo area.",-8.0099999999999998e+00,1.0410000000000000e+01,-5.0499999999999998e+00,1.2840000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.055 2014.009",0
4382,"Algeria - Ain Tsila","Algeria - Ain Tsila field.",2.7399999999999999e+01,7.6600000000000001e+00,2.8100000000000001e+01,8.2699999999999996e+00,,,,,,,,,,"Isarene","EPSG","09/16/15 00:00:00","2015.040",0
4446,"Albania - north of 41°18'N and east of 19°09'E","Albania - north of 41°18'N and east of 19°09'E, onshore and offshore.",4.1299999999999997e+01,1.9140000000000001e+01,4.2670000000000002e+01,2.0629999999999999e+01,,,,,,,,,"Offshore area covers the Rodoni blocks only.",,"EPSG","08/31/16 00:00:00","2016.027",0
4469,"Angola - onshore","Angola - onshore including Cabinda.",-1.8020000000000000e+01,1.1670000000000000e+01,-4.3799999999999999e+00,2.4090000000000000e+01,,,,,,,,,,"IOGP","EPSG","01/17/18 00:00:00","2017.020",0
4519,"Algeria - 32°N to 34°39'N","Algeria - 35.6 grads to 38.5 grads North (32°N to 34°39'N).",3.1989999999999998e+01,-2.9500000000000002e+00,3.4659999999999997e+01,9.0899999999999999e+00,,,,,,,,,,"OGP","EPSG","08/11/18 00:00:00","2018.039",0
4539,"Angola - east of 18°E","Angola - east of 18°E.",-1.8020000000000000e+01,1.7989999999999998e+01,-6.9100000000000001e+00,2.4090000000000000e+01,,,,,,,,,,"IOGP","EPSG","07/31/19 00:00:00","2018.035",0
4540,"Africa - South Africa, Lesotho and Eswatini.","Eswatini (Swaziland); Lesotho; South Africa - onshore and offshore.",-5.0320000000000000e+01,1.3330000000000000e+01,-2.2129999999999999e+01,4.2850000000000001e+01,,,,,,,,,,"IOGP","EPSG","10/16/18 00:00:00","2018.060",0
4551,"Angola - west of 12°E","Angola - west of 12°E, onshore and offshore.",-1.7280000000000001e+01,8.1999999999999993e+00,-5.0300000000000002e+00,1.2010000000000000e+01,,,,,,,,,,"IOGP","EPSG","07/31/19 00:00:00","2018.035",0
4555,"Angola - 12°E to 18°E","Angola - between 12°E and 18°E, onshore and offshore.",-1.7440000000000001e+01,1.2000000000000000e+01,-4.3799999999999999e+00,1.8000000000000000e+01,,,,,,,,,,"IOGP","EPSG","07/31/19 00:00:00","2018.035",0
4581,"Africa - Morocco and Western Sahara - onshore","Africa - Morocco and Western Sahara - onshore.",2.0710000000000001e+01,-1.7160000000000000e+01,3.5969999999999999e+01,-1.0100000000000000e+00,,,,,,,,,,"IOGP","EPSG","07/24/20 00:00:00","2020.014 2020.068",0
1032,"Antigua and Barbuda","Antigua and Barbuda - Antigua, Barbuda and Redonda.",1.6609999999999999e+01,-6.2759999999999998e+01,2.0879999999999999e+01,-5.8369999999999997e+01,"AG","ATG",28,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2011.068 2014.025",0
1273,"Antigua - onshore","Antigua island - onshore.",1.6940000000000001e+01,-6.1950000000000003e+01,1.7219999999999999e+01,-6.1609999999999999e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2011.068 2011.069 2014.024",0
1278,"Antarctica - Australian sector","Antarctica between 45°E and 136°E and between 142°E and 160°E - Australian sector.",-9.0000000000000000e+01,4.5000000000000000e+01,-6.0000000000000000e+01,1.6000000000000000e+02,,,,,,,,,,"OGP","EPSG","05/26/12 00:00:00","2012.023 2012.060",0
2817,"Antarctica - Adelie Land - Petrels island","Antarctica - Adelie Land - Petrels island.",-6.6780000000000001e+01,1.3944000000000000e+02,-6.6099999999999994e+01,1.4150000000000000e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.023 2014.018",0
2818,"Antarctica - Adelie Land coastal area","Antarctica - Adelie Land - coastal area between 136°E and 142°E.",-6.7129999999999995e+01,1.3600000000000000e+02,-6.5609999999999999e+01,1.4200000000000000e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.023 2014.018",0
2880,"Antarctica - Australian sector north of 80°S","Antarctica - north of 80°S and between 45°E and 136°E and between 142°E and 160°E - Australian sector north of 80°S.",-8.0000000000000000e+01,4.5000000000000000e+01,-6.0000000000000000e+01,1.6000000000000000e+02,,,,,,,,,,"OGP","EPSG","05/26/12 00:00:00","2008.045 2012.023 2012.060",0
2995,"Antarctica - 64°S to 68°S, 72°W to 60°W (SQ19-20)","Antarctica - 64°S to 68°S and 72°W to 60°W.",-6.8000000000000000e+01,-7.2000000000000000e+01,-6.4000000000000000e+01,-6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
2996,"Antarctica - 64°S to 68°S, 60°W to 48°W (SQ21-22)","Antarctica - 64°S to 68°S and 60°W to 48°W.",-6.8000000000000000e+01,-6.0000000000000000e+01,-6.4000000000000000e+01,-4.8000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
2999,"Antarctica - 64°S to 68°S, 60°E to 72°E (SQ41-42)","Antarctica - 64°S to 68°S and 60°E to 72°E.",-6.8000000000000000e+01,6.0000000000000000e+01,-6.4000000000000000e+01,7.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3000,"Antarctica - 64°S to 68°S, 72°E to 84°E (SQ43-44)","Antarctica - 64°S to 68°S and 72°E to 84°E.",-6.8000000000000000e+01,7.2000000000000000e+01,-6.4000000000000000e+01,8.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3001,"Antarctica - 64°S to 68°S, 84°E to 96°E (SQ45-46)","Antarctica - 64°S to 68°S and 84°E to 96°E.",-6.8000000000000000e+01,8.4000000000000000e+01,-6.4000000000000000e+01,9.6000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3002,"Antarctica - 64°S to 68°S, 96°E to 108°E (SQ47-48)","Antarctica - 64°S to 68°S and 96°E to 108°E.",-6.8000000000000000e+01,9.6000000000000000e+01,-6.4000000000000000e+01,1.0800000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3008,"Antarctica - 68°S to 72°S, 108°W to 96°W (SR13-14)","Antarctica - 68°S to 72°S and 108°W to 96°W.",-7.2000000000000000e+01,-1.0800000000000000e+02,-6.8000000000000000e+01,-9.6000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3009,"Antarctica - 68°S to 72°S, 96°W to 84°W (SR15-16)","Antarctica - 68°S to 72°S and 96°W to 84°W.",-7.2000000000000000e+01,-9.6000000000000000e+01,-6.8000000000000000e+01,-8.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3010,"Antarctica - 68°S to 72°S, 84°W to 72°W (SR17-18)","Antarctica - 68°S to 72°S and 84°W to 72°W.",-7.2000000000000000e+01,-8.4000000000000000e+01,-6.8000000000000000e+01,-7.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3011,"Antarctica - 68°S to 72°S, 72°W to 60°W (SR19-20)","Antarctica - 68°S to 72°S and 72°W to 60°W.",-7.2000000000000000e+01,-7.2000000000000000e+01,-6.8000000000000000e+01,-6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3012,"Antarctica - 68°S to 72°S, 24°W to 12°W (SR27-28)","Antarctica - 68°S to 72°S and 24°W to 12°W.",-7.2000000000000000e+01,-2.4000000000000000e+01,-6.8000000000000000e+01,-1.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3013,"Antarctica - 68°S to 72°S, 12°W to 0°W (SR29-30)","Antarctica - 68°S to 72°S and 12°W to 0°W.",-7.2000000000000000e+01,-1.2000000000000000e+01,-6.8000000000000000e+01,0.0000000000000000e+00,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3014,"Antarctica - 68°S to 72°S, 0°E to 12°E (SR31-32)","Antarctica - 68°S to 72°S and 0°E to 12°E.",-7.2000000000000000e+01,0.0000000000000000e+00,-6.8000000000000000e+01,1.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3015,"Antarctica - 68°S to 72°S, 12°E to 24°E (SR33-34)","Antarctica - 68°S to 72°S and 12°E to 24°E.",-7.2000000000000000e+01,1.2000000000000000e+01,-6.8000000000000000e+01,2.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3016,"Antarctica - 68°S to 72°S, 24°E to 36°E (SR35-36)","Antarctica - 68°S to 72°S and 24°E to 36°E.",-7.2000000000000000e+01,2.4000000000000000e+01,-6.8000000000000000e+01,3.6000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3017,"Antarctica - 68°S to 72°S, 36°E to 48°E (SR37-38)","Antarctica - 68°S to 72°S and 36°E to 48°E.",-7.2000000000000000e+01,3.6000000000000000e+01,-6.8000000000000000e+01,4.8000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3018,"Antarctica - 68°S to 72°S, 48°E to 60°E (SR39-40)","Antarctica - 68°S to 72°S and 48°E to 60°E.",-7.2000000000000000e+01,4.8000000000000000e+01,-6.8000000000000000e+01,6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3019,"Antarctica - 68°S to 72°S, 60°E to 72°E (SR41-42)","Antarctica - 68°S to 72°S and 60°E to 72°E.",-7.2000000000000000e+01,6.0000000000000000e+01,-6.8000000000000000e+01,7.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3020,"Antarctica - 68°S to 72°S, 72°E to 84°E (SR43-44)","Antarctica - 68°S to 72°S and 72°E to 84°E.",-7.2000000000000000e+01,7.2000000000000000e+01,-6.8000000000000000e+01,8.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3021,"Antarctica - 68°S to 72°S, 84°E to 96°E (SR45-46)","Antarctica - 68°S to 72°S and 84°E to 96°E.",-7.2000000000000000e+01,8.4000000000000000e+01,-6.8000000000000000e+01,9.6000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3022,"Antarctica - 68°S to 72°S, 96°E to 108°E (SR47-48)","Antarctica - 68°S to 72°S and 96°E to 108°E.",-7.2000000000000000e+01,9.6000000000000000e+01,-6.8000000000000000e+01,1.0800000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3023,"Antarctica - 68°S to 72°S, 108°E to 120°E (SR49-50)","Antarctica - 68°S to 72°S and 108°E to 120°E.",-7.2000000000000000e+01,1.0800000000000000e+02,-6.8000000000000000e+01,1.2000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3024,"Antarctica - 68°S to 72°S, 120°E to 132°E (SR51-52)","Antarctica - 68°S to 72°S and 120°E to 132°E.",-7.2000000000000000e+01,1.2000000000000000e+02,-6.8000000000000000e+01,1.3200000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3025,"Antarctica - 68°S to 72°S, 132°E to 144°E (SR53-54)","Antarctica - 68°S to 72°S and 132°E to 144°E.",-7.2000000000000000e+01,1.3200000000000000e+02,-6.8000000000000000e+01,1.4400000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3026,"Antarctica - 68°S to 72°S, 144°E to 156°E (SR55-56)","Antarctica - 68°S to 72°S and 144°E to 156°E.",-7.2000000000000000e+01,1.4400000000000000e+02,-6.8000000000000000e+01,1.5600000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3027,"Antarctica - 68°S to 72°S, 156°E to 168°E (SR57-58)","Antarctica - 68°S to 72°S and 156°E to 168°E.",-7.2000000000000000e+01,1.5600000000000000e+02,-6.8000000000000000e+01,1.6800000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3028,"Antarctica - 68°S to 72°S, 168°E to 180°E (SR59-60)","Antarctica - 68°S to 72°S and 168°E to 180°E.",-7.2000000000000000e+01,1.6800000000000000e+02,-6.8000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3029,"Antarctica - 72°S to 76°S, 162°W to 144°W (SS04-06)","Antarctica - 72°S to 76°S and 162°W to 144°W.",-7.6000000000000000e+01,-1.6200000000000000e+02,-7.2000000000000000e+01,-1.4400000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","02/13/12 00:00:00","2008.045 2012.023",0
3030,"Antarctica - 72°S to 76°S, 144°W to 126°W (SS07-09)","Antarctica - 72°S to 76°S and 144°W to 126°W.",-7.6000000000000000e+01,-1.4400000000000000e+02,-7.2000000000000000e+01,-1.2600000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3031,"Antarctica - 72°S to 76°S, 126°W to 108°W (SS10-12)","Antarctica - 72°S to 76°S and 126°W to 108°W.",-7.6000000000000000e+01,-1.2600000000000000e+02,-7.2000000000000000e+01,-1.0800000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3032,"Antarctica - 72°S to 76°S, 108°W to 90°W (SS13-15)","Antarctica - 72°S to 76°S and 108°W to 90°W.",-7.6000000000000000e+01,-1.0800000000000000e+02,-7.2000000000000000e+01,-9.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3069,"Antarctica - 80°S to 84°S, 30°E to 60°E (SU36-40)","Antarctica - 80°S to 84°S and 30°E to 60°E.",-8.4000000000000000e+01,3.0000000000000000e+01,-8.0000000000000000e+01,6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3070,"Antarctica - 80°S to 84°S, 60°E to 90°E (SU41-45)","Antarctica - 80°S to 84°S and 60°E to 90°E.",-8.4000000000000000e+01,6.0000000000000000e+01,-8.0000000000000000e+01,9.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3071,"Antarctica - 80°S to 84°S, 90°E to 120°E (SU46-50)","Antarctica - 80°S to 84°S and 90°E to 120°E.",-8.4000000000000000e+01,9.0000000000000000e+01,-8.0000000000000000e+01,1.2000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3072,"Antarctica - 80°S to 84°S, 120°E to 150°E (SU51-55)","Antarctica - 80°S to 84°S and 120°E to 150°E.",-8.4000000000000000e+01,1.2000000000000000e+02,-8.0000000000000000e+01,1.5000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3073,"Antarctica - 80°S to 84°S, 150°E to 180° (SU56-60)","Antarctica - 80°S to 84°S and 150°E to 180°E.",-8.4000000000000000e+01,1.5000000000000000e+02,-8.0000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3074,"Antarctica - 84°S to 88°S, 180°W to 120°W (SV01-10)","Antarctica - 84°S to 88°S and 180°W to 120°W.",-8.8000000000000000e+01,-1.8000000000000000e+02,-8.4000000000000000e+01,-1.2000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","07/05/08 00:00:00","2008.045 2008.054",0
3075,"Antarctica - 84°S to 88°S, 120°W to 60°W (SV11-20)","Antarctica - 84°S to 88°S and 120°W to 60°W.",-8.8000000000000000e+01,-1.2000000000000000e+02,-8.4000000000000000e+01,-6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3076,"Antarctica - 84°S to 88°S, 60°W to 0°W (SV21-30)","Antarctica - 84°S to 88°S and 60°W to 0°W.",-8.8000000000000000e+01,-6.0000000000000000e+01,-8.4000000000000000e+01,0.0000000000000000e+00,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3077,"Antarctica - 84°S to 88°S, 0°E to 60°E (SV31-40)","Antarctica - 84°S to 88°S and 0°E to 60°E.",-8.8000000000000000e+01,0.0000000000000000e+00,-8.4000000000000000e+01,6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3078,"Antarctica - 84°S to 88°S, 60°E to 120°E (SV41-50)","Antarctica - 84°S to 88°S and 60°E to 120°E.",-8.8000000000000000e+01,6.0000000000000000e+01,-8.4000000000000000e+01,1.2000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3079,"Antarctica - 84°S to 88°S, 120°E to 180°E (SV51-60)","Antarctica - 84°S to 88°S and 120°E to 180°E.",-8.8000000000000000e+01,1.2000000000000000e+02,-8.4000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3080,"Antarctica - 88°S to 90°S, 180°W to 180°E (SW01-60)","Antarctica - 88°S to 90°S and 180°W to 180°E.",-9.0000000000000000e+01,-1.8000000000000000e+02,-8.8000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3081,"Antarctica - Transantarctic mountains north of 80°S","Antarctica - Transantarctic mountains north of 80°S.",-8.0000000000000000e+01,1.4983000000000001e+02,-6.8599999999999994e+01,1.7400999999999999e+02,,,,,,,,,,"Scientific Committee for Antarctic Research (SCAR).","EPSG","05/01/14 00:00:00","2008.045 2012.023 2014.017",0
3204,"Antarctica - Deception Island","Antarctica - South Shetland Islands - Deception Island.",-6.3079999999999998e+01,-6.0890000000000001e+01,-6.2820000000000000e+01,-6.0350000000000001e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.023 2014.017",0
3205,"Antarctica - Camp McMurdo area","Antarctica - McMurdo Sound, Camp McMurdo area.",-7.7939999999999998e+01,1.6572999999999999e+02,-7.7170000000000002e+01,1.6743000000000001e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.023 2014.017",0
3558,"Antarctica - Ross Sea Region","Antarctica - Ross Sea Region - nominally between 160°E and 150°W but includes buffer on eastern hemisphere margin to include Transantarctic Mountains",-9.0000000000000000e+01,1.4499000000000001e+02,-5.9990000000000002e+01,-1.4499000000000001e+02,,,,,,,,,"Area crosses 180-degree meridian.","LINZ","EPSG","05/01/14 00:00:00","2008.100 2012.023 2014.015",0
3592,"Antarctica - Darwin Glacier region","Antarctica - Darwin Glacier region.",-8.1000000000000000e+01,1.4500000000000000e+02,-7.6000000000000000e+01,1.6900000000000000e+02,,,,,,,,,,"LINZ","EPSG","11/23/08 00:00:00",,0
3853,"Antarctica - McMurdo Sound region","Antarctica - McMurdo Sound region.",-8.1000000000000000e+01,1.5300000000000000e+02,-7.6000000000000000e+01,1.7300000000000000e+02,,,,,,,,,,"LINZ","EPSG","03/21/11 00:00:00","2011.027",0
3854,"Antarctica - Borchgrevink Coast region","Antarctica - Borchgrevink Coast region.",-7.6000000000000000e+01,1.5700000000000000e+02,-7.3000000000000000e+01,1.7300000000000000e+02,,,,,,,,,,"LINZ","EPSG","03/21/11 00:00:00","2011.027",0
4033,"Arctic - 79°N to 67°N, 84°W to 6°E","Arctic - 79°N to 67°N, approximately 84°W to approximately 6°E. May be extended westwards or eastwards within the latitude limits.",6.7000000000000000e+01,-8.4000000000000000e+01,7.9010000000000005e+01,6.0099999999999998e+00,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4034,"Arctic - 79°N to 67°N, 12°W to 78°E","Arctic - 79°N to 67°N, approximately 12°W to approximately 78°E. May be extended westwards or eastwards within the latitude limits.",6.7000000000000000e+01,-1.2000000000000000e+01,7.9010000000000005e+01,7.8010000000000005e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4036,"Arctic - 84°30'N to 79°30'N, 95°W to 55°W","Arctic - between 84°30'N and 79°30'N, approximately 95°W to approximately 55°W. May be extended westwards within the latitude limits.",7.9500000000000000e+01,-9.5000000000000000e+01,8.4510000000000005e+01,-5.5000000000000000e+01,,,,,,,,,"Zone 2-16","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
